user_id,first_name,last_name,email,signup_date,first_transaction_date,account_status,country,phone,Unnamed: 9
BC_0023,Rachel,Miller,,2024-03-18,,pending_verification,Canada,,
BC_0024,Michelle,Davis,michelle.davis@outlook.com,2024-01-15,2024-01-23,active,DE,5557483921.0,
BC_0025,Sarah,Garcia,sarah.garcia@gmail.com,2024-04-09,2024-04-16,active,US,5554829374.0,
BC_0026,Jessica,Johnson,jessica.johnson@company.com,2024-02-28,2024-03-05,pending_verification,USA,5556394827.0,
BC_0027,Kimberly,Rodriguez,kimberly.rodriguez@hotmail.com,2024-05-23,2024-05-30,active,Germany,5558374629.0,
BC_0028,Nicole,Brown,nicole.brown@icloud.com,2024-03-12,2024-03-19,active,France,5553847291.0,
BC_0029,Ashley,Lopez,ashley.lopez@protonmail.com,2024-01-27,2024-02-02,active,UK,5557384920.0,
BC_0030,Rachel,Wilson,rachel.wilson@aol.com,2024-04-30,2024-05-06,active,United Kingdom,5554829374.0,
BC_0031,Stephanie,stephanie.garcia@yahoo.com,2024-01-03 00:00:00,2024-01-08,2024-01-01,active,CA,5556394827.0,
BC_0032,Michelle,Johnson,michelle.johnson@gmail.com,2024-02-17,2024-02-24,limited,USA,5558374629.0,
BC_0033,Sarah,Rodriguez,sarah.rodriguez@company.com,2024-05-12,2024-05-18,pending_verification,United States,5553847291.0,
BC_0034,Jessica,Davis,jessica.davis@outlook.com,2024-03-05,2024-03-11,active,Germany,5557384920.0,
BC_0035,Nicole,Miller,nicole.miller@hotmail.com,2024-01-19,2024-01-25,active,DE,5554829374.0,
BC_0036,Ashley,Brown,ashley.brown@icloud.com,2024-04-13,2024-04-19,active,France,5556394827.0,
USER-37,Rachel,Garcia,,2024-02-11,,suspended,UK,,
BC_0038,Kimberly,Wilson,kimberly.wilson@gmail.com,2024-05-04,2024-05-10,active,United Kingdom,5554829374.0,
BC_0039,Stephanie,Lopez,stephanie.lopez@company.com,2024-03-21,2024-03-27,pending_verification,Canada,5556394827.0,
BC_0040,Michelle,Rodriguez,michelle.rodriguez@yahoo.com,2024-01-14,2024-01-20,active,US,5558374629.0,
BC_0041,Sarah,Johnson,sarah.johnson@hotmail.com,2024-04-05,2024-04-11,active,USA,5553847291.0,
BC_0042,Jessica,Davis,jessica.davis@outlook.com,2024-02-22,2024-02-28,active,Germany,5557384920.0,
BC_0043,Nicole,Miller,nicole.millergateway.com,2024-05-17,2024-05-23,active,DE,5554829374.0,
BC_0044,Ashley,Brown,ashley.brown@protonmail.com,2024-03-08,2024-03-14,limited,France,5556394827.0,
BC_0045,Rachel,Garcia,rachel.garcia@aol.com,2024-01-26,2024-01-31,active,UK,5558374629.0,
BC_0046,Kimberly,Wilson,kimberly.wilson@icloud.com,2024-04-18,2024-04-24,active,United Kingdom,5553847291.0,
BC_0047,test+47@bettercharge.com,Lopez,test+47@bettercharge.com,2024-02-05,2024-02-11,internal,Canada,5557384920.0,
BC_0048,Michelle,Rodriguez,michelle.rodriguez@gmail.com,2024-05-28,2024-06-03,active,US,5554829374.0,
BC_0049,Sarah,Johnson,sarah.johnson@company.com,2024-03-15,2024-03-21,active,USA,5556394827.0,
BC_0050,Jessica,Davis,jessica.davis@yahoo.com,2024-01-07,2024-01-13,active,Germany,5558374629.0,
BC_0051,Nicole,Miller,nicole.miller@hotmail.com,2024-04-22,2024-04-28,active,DE,5553847291.0,
BC_0052,Ashley,Brown,ashley.brown@outlook.com,2024-02-15,2024-02-21,active,France,5557384920.0,
USER-53,Rachel,Garcia,,2024-05-11,,suspended,UK,,
BC_0054,Kimberly,Wilson,kimberly.wilson@protonmail.com,2024-03-29,2024-04-04,active,United Kingdom,5556394827.0,
BC_0055,Stephanie,Lopez,stephanie.lopez@aol.com,2024-01-12,2024-01-18,limited,Canada,5558374629.0,
BC_0056,Michelle,Rodriguez,michelle.rodriguez@icloud.com,2024-04-06,2024-04-12,active,US,5553847291.0,
BC_0057,Sarah,Johnson,sarah.johnson@gmail.com,2024-02-29,2024-03-06,active,USA,5557384920.0,
BC_0058,Jessica,Davis,jessica.davis@company.com,2024-05-21,2024-05-27,active,Germany,5554829374.0,
BC_0059,Nicole,Miller,nicole.miller@gmail,2024-03-14,2024-03-20,active,DE,5556394827.0,
BC_0060,Ashley,Brown,ashley.brown@yahoo.com,2024-01-31,2024-02-06,active,France,5558374629.0,
BC_0061,RachelGarcia@tempmail.org,Garcia,RachelGarcia@tempmail.org,2024-04-15,2024-04-21,fraud_review,UK,5553847291.0,
BC_0062,Kimberly,Wilson,kimberly.wilson@hotmail.com,2024-02-08,2024-02-14,active,United Kingdom,5557384920.0,
BC_0063,Stephanie,Lopez,stephanie.lopez@outlook.com,2024-05-06,2024-05-12,active,Canada,5554829374.0,
BC_0064,Michelle,Rodriguez,michelle.rodriguez@protonmail.com,2024-03-23,2024-03-29,active,US,5556394827.0,
BC_0065,Sarah,Johnson,sarah.johnson@aol.com,2024-01-06,2024-01-12,pending_verification,USA,5558374629.0,
BC_0066,Jessica,Davis,jessica.davis@icloud.com,2024-04-29,2024-05-05,limited,Germany,5553847291.0,
BC_0067,nicole_miller@10minutemail.com,Miller,nicole_miller@10minutemail.com,2024-02-18,2024-02-24,fraud_review,DE,5557384920.0,
BC_0068,Ashley,Brown,ashley.brown@gmail.com,2024-05-13,2024-05-19,active,France,5554829374.0,
bc_69,Rachel,Garcia,rachel.garcia@company.com,2024-03-02,2024-03-08,active,UK,5556394827.0,
BC_0070,Kimberly,Wilson,kimberly.wilson@yahoo.com,2024-01-24,2024-01-30,active,United Kingdom,5558374629.0,
bc_71,Stephanie,Lopez,stephanie.lopez@hotmail.com,2024-04-11,2024-04-17,active,Canada,5553847291.0,
BC_0072,Michelle,Rodriguez,michelle.rodriguez@outlook.com,2024-02-02,2024-02-08,active,US,5557384920.0,
USER-73,Sarah,Johnson,,2024-05-25,,suspended,USA,,
BC_0074,Jessica,Davis,jessica.davis@protonmail.com,2024-03-19,2024-03-25,active,Germany,5556394827.0,
BC_0075,Nicole,Miller,nicole.miller@aol.com,2024-01-11,2024-01-17,pending_verification,DE,5558374629.0,
BC_0076,Ashley,Brown,ashley.brown@icloud.com,2024-04-03,2024-04-09,active,France,5553847291.0,
BC_0077,Rachel,Garcia,rachel.garcia@gmail.com,2024-02-25,2024-03-03,limited,UK,5557384920.0,
BC_0078,Kimberly,Wilson,kimberly.wilson@company.com,2024-05-19,2024-05-25,pending_verification,United Kingdom,5554829374.0,
BC_0079,Stephanie,Lopez,stephanie.lopez@yahoo.com,2024-03-07,2024-03-13,active,Canada,5556394827.0,
BC_0080,Michelle,Rodriguez,michelle.rodriguez@hotmail.com,2024-01-28,2024-02-03,active,US,5558374629.0,
BC_0081,Sarah,Johnson,sarah.johnson@outlook.com,2024-04-21,2024-04-27,active,USA,5553847291.0,
BC_0082,Jessica,Davis,jessica.davis@protonmail.com,2024-02-14,2024-02-20,active,Germany,5557384920.0,
BC_0083,Nicole,Miller,nicole.miller@aol.com,2024-05-08,2024-05-14,active,DE,5554829374.0,
BC_0084,Ashley,Brown,ashley.brown@icloud.com,2024-03-26,2024-04-01,active,France,5556394827.0,
BC_0085,Rachel,Garcia,rachel.garcia@gmail.com,2024-01-13,2024-01-19,active,UK,5558374629.0,
BC_0086,Kimberly,Wilson,kimberly.wilson@company.com,2024-04-07,2024-04-13,limited,United Kingdom,5553847291.0,
BC_0087,Stephanie,Lopez,stephanie.lopez@yahoo.com,2024-02-01,2024-02-07,active,Canada,5557384920.0,
BC_0088,Michelle,Rodriguez,michelle.rodriguez@hotmail.com,2024-05-24,2024-05-30,active,US,5554829374.0,
BC_89,Sarah,Johnson,sarah.johnson@outlook.com,2024-03-13,2024-03-19,active,USA,5556394827.0,
USER-90,Jessica,Davis,,2024-01-30,,suspended,Germany,,
BC_0091,Nicole,Miller,nicole.miller@protonmail.com,2024-04-17,2024-04-23,pending_verification,DE,5553847291.0,
BC_0092,Ashley,Brown,ashley.brown@aol.com,2024-02-09,2024-02-15,active,France,5557384920.0,
BC_0093,Rachel,Garcia,rachel.garcia@icloud.com,2024-05-02,2024-05-08,active,UK,5554829374.0,
BC_0094,Kimberly,Wilson,test+94@bettercharge.com,2024-03-20,2024-03-26,internal,United Kingdom,5556394827.0,
BC_0095,Stephanie,Lopez,stephanie.lopez@gmail.com,2024-01-05,2024-01-11,active,Canada,5558374629.0,
BC_0096,Michelle,Rodriguez,michelle.rodriguez@company.com,2024-04-26,2024-05-02,active,US,5553847291.0,
BC_0097,Sarah,Johnson,sarah.johnson@yahoo.com,2024-02-16,2024-02-22,active,USA,5557384920.0,
BC_0098,Jessica,Davis,jessica.davis@hotmail.com,2024-05-15,2024-05-21,active,Germany,5554829374.0,
BC_0099,Nicole,Miller,nicole.miller@outlook.com,2024-03-04,2024-03-10,limited,DE,5556394827.0,
BC_0100,Ashley,Brown,ashley.brown@protonmail.com,2024-01-21,2024-01-27,active,France,5558374629.0,
BC_0101,Rachel,Garcia,rachel.garcia@aol.com,2024-04-14,2024-04-20,active,UK,5553847291.0,
BC_0102,Kimberly,Wilson,kimberly.wilson@icloud.com,2024-02-07,2024-02-13,active,United Kingdom,5557384920.0,
BC_0103,Stephanie,Lopez,stephanie.lopez@gmail.com,2024-05-29,2024-06-04,active,Canada,5554829374.0,
BC_0104,Michelle,Rodriguez,michelle.rodriguez@company.com,2024-03-16,2024-03-22,pending_verification,US,5556394827.0,
BC_0105,Sarah,Johnson,sarah.johnson@yahoo.com,2024-01-04,2024-01-10,active,USA,5558374629.0,
BC_0106,Jessica,Davis,jessica.davis@hotmail.com,2024-04-28,2024-05-04,active,Germany,5553847291.0,
USER-107,Nicole,Miller,,2024-02-21,,suspended,DE,,
bc_108,Ashley,Brown,ashley.brown@outlook.com,2024-05-18,2024-05-24,active,France,5554829374.0,
BC_0109,Rachel,Garcia,rachel.garcia@protonmail.com,2024-03-09,2024-03-15,active,UK,5556394827.0,
BC_0110,Kimberly,Wilson,kimberly.wilson@aol.com,2024-01-26,2024-02-01,limited,United Kingdom,5558374629.0,
BC_0111,Stephanie,Lopez,stephanie.lopez@icloud.com,2024-04-12,2024-04-18,active,Canada,5553847291.0,
BC_0112,Michelle,Rodriguez,michelle.rodriguez@gmail.com,2024-02-03,2024-02-09,active,US,5557384920.0,
BC_0113,Sarah,Johnson,sarah.johnson@company.com,2024-05-22,2024-05-28,active,USA,5554829374.0,
BC_0114,Jessica,Davis,jessica.davis@yahoo.com,2024-03-11,2024-03-17,active,Germany,5556394827.0,
BC_0115,Nicole,Miller,nicole.miller@hotmail.com,2024-01-28,2024-02-03,active,DE,5558374629.0,
BC_0116,Ashley,Brown,ashley.brown@outlook.com,2024-04-16,2024-04-22,active,France,5553847291.0,
BC_0117,Rachel,Garcia,rachel.garcia@protonmail.com,2024-02-12,2024-02-18,pending_verification,UK,5557384920.0,
BC_0118,Kimberly,Wilson,kimberly.wilson@aol.com,2024-05-05,2024-05-11,active,United Kingdom,5554829374.0,
BC_0119,Stephanie,Lopez,stephanie.lopez@icloud.com,2024-03-24,2024-03-30,active,Canada,5556394827.0,
BC_0120,Michelle,Rodriguez,michelle.rodriguez@gmail.com,2024-01-17,2024-01-23,active,US,5558374629.0,
BC_0121,Sarah,Johnson,sarah.johnson@company.com,2024-04-08,2024-04-14,active,USA,5553847291.0,
BC_0122,Jessica,Davis,jessica.davis@yahoo.com,2024-02-26,2024-03-04,limited,Germany,5557384920.0,
BC_0123,Nicole,Miller,nicole.miller@hotmail.com,2024-05-16,2024-05-22,active,DE,5554829374.0,
BC_0124,Ashley,Brown,ashley.brown@outlook.com,2024-03-01,2024-03-07,active,France,5556394827.0,
BC_0125,Rachel,Garcia,rachel.garcia@protonmail.com,2024-01-20,2024-01-26,active,UK,5558374629.0,
BC_0126,Kimberly,Wilson,kimberly.wilson@aol.com,2024-04-10,2024-04-16,active,United Kingdom,5553847291.0,
BC_0127,Stephanie,Lopez,stephanie.lopez@icloud.com,2024-02-28,2024-03-06,active,Canada,5557384920.0,
BC_0128,Michelle,Rodriguez,michelle.rodriguez@gmail.com,2024-05-20,2024-05-26,active,US,5554829374.0,
BC_0129,Sarah,Johnson,sarah.johnson@company.com,2024-03-06,2024-03-12,active,USA,5556394827.0,
BC_0130,Jessica,Davis,jessica.davis@yahoo.com,2024-01-23,2024-01-29,pending_verification,Germany,5558374629.0,
BC_0131,Nicole,Miller,nicole.miller@hotmail.com,2024-04-19,2024-04-25,active,DE,5553847291.0,
BC_0132,Ashley,Brown,ashley.brown@outlook.com,2024-02-06,2024-02-12,limited,France,5557384920.0,
BC_0133,Rachel,Garcia,rachel.garcia@protonmail.com,2024-05-09,2024-05-15,active,UK,5554829374.0,
BC_0134,Kimberly,Wilson,kimberly.wilson@aol.com,2024-03-27,2024-04-02,active,United Kingdom,5556394827.0,
BC_0135,Stephanie,Lopez,stephanie.lopez@icloud.com,2024-01-10,2024-01-16,active,Canada,5558374629.0,
BC_0136,Michelle,Rodriguez,michelle.rodriguez@gmail.com,2024-04-30,2024-05-06,active,US,5553847291.0,
BC_0137,Sarah,Johnson,sarah.johnson@company.com,2024-02-17,2024-02-23,active,USA,5557384920.0,
BC_0138,Jessica,Davis,jessica.davis@yahoo.com,2024-05-14,2024-05-20,active,Germany,5554829374.0,
BC_0139,Nicole,Miller,nicole.miller@hotmail.com,2024-03-03,2024-03-09,pending_verification,DE,5556394827.0,
BC_0140,Ashley,Brown,ashley.brown@outlook.com,2024-01-29,2024-02-04,active,France,5558374629.0,
BC_0141,test+141@bettercharge.com,Garcia,test+141@bettercharge.com,2024-04-25,2024-05-01,internal,UK,5553847291.0,
bc_142,Kimberly,Wilson,kimberly.wilson@aol.com,2024-02-11,2024-02-17,active,United Kingdom,5557384920.0,
BC_0143,Stephanie,Lopez,stephanie.lopez@icloud.com,2024-05-03,2024-05-09,active,Canada,5554829374.0,
BC_0144,Michelle,Rodriguez,michelle.rodriguez@gmail.com,2024-03-22,2024-03-28,limited,US,5556394827.0,
BC_0145,Sarah,Johnson,sarah.johnson@company.com,2024-01-09,2024-01-15,active,USA,5558374629.0,
BC_0146,Jessica,Davis,jessica.davis@yahoo.com,2024-04-24,2024-04-30,active,Germany,5553847291.0,
BC_0147,Nicole,Miller,nicole.miller@hotmail.com,2024-02-13,2024-02-19,active,DE,5557384920.0,
BC_0148,Ashley,Brown,ashley.brown@outlook.com,2024-05-27,2024-06-02,active,France,5554829374.0,
BC_0149,Rachel,Garcia,rachel.garcia@protonmail.com,2024-03-10,2024-03-16,active,UK,5556394827.0,
BC_0150,Kimberly,Wilson,kimberly.wilson@aol.com,2024-01-27,2024-02-02,active,United Kingdom,5558374629.0,
BC_0151,Stephanie,Lopez,stephanie.lopez@icloud.com,2024-04-15,2024-04-21,pending_verification,Canada,5553847291.0,
BC_0152,Michelle,Rodriguez,michelle.rodriguez@gmail.com,2024-02-04,2024-02-10,active,US,5557384920.0,
BC_0153,Sarah,Johnson,sarah.johnson@company.com,2024-05-18,2024-05-24,active,USA,5554829374.0,
BC_0154,Jessica,Davis,jessica.davis@yahoo.com,2024-03-01,2024-03-07,active,Germany,5556394827.0,
BC_0155,Nicole,Miller,nicole.miller@hotmail.com,2024-01-16,2024-01-22,active,DE,5558374629.0,
BC_0156,Ashley,Brown,ashley.brown@outlook.com,2024-04-08,2024-04-14,active,France,5553847291.0,
BC_0157,Rachel,Garcia,rachel.garcia@protonmail.com,2024-02-23,2024-03-01,suspended,UK,5557384920.0,
BC_0158,Kimberly,Wilson,kimberly.wilson@aol.com,2024-05-12,2024-05-18,active,United Kingdom,5554829374.0,
BC_0159,Stephanie,Lopez,stephanie.lopez@gmail,2024-03-25,2024-03-31,active,Canada,5556394827.0,
BC_0160,Michelle,Rodriguez,michelle.rodriguez@gmail.com,2024-01-08,2024-01-14,active,US,5558374629.0,
BC_0161,SarahJohnson@tempmail.org,Johnson,SarahJohnson@tempmail.org,2024-04-29,2024-05-05,fraud_review,USA,5553847291.0,
BC_0162,Jessica,Davis,jessica.davis@yahoo.com,2024-02-16,2024-02-22,active,Germany,5557384920.0,
BC_0163,Nicole,Miller,nicole.miller@hotmail.com,2024-05-07,2024-05-13,active,DE,5554829374.0,
BC_0164,Ashley,Brown,ashley.brown@outlook.com,2024-03-18,2024-03-24,limited,France,5556394827.0,
BC_0165,Rachel,Garcia,rachel.garcia@protonmail.com,2024-01-05,2024-01-11,pending_verification,UK,5558374629.0,
BC_0166,Kimberly,Wilson,kimberly.wilson@aol.com,2024-04-21,2024-04-27,active,United Kingdom,5553847291.0,
BC_0167,stephanie_lopez@10minutemail.com,Lopez,stephanie_lopez@10minutemail.com,2024-02-08,2024-02-14,fraud_review,Canada,5557384920.0,
BC_0168,Michelle,Rodriguez,michelle.rodriguez@gmail.com,2024-05-26,2024-06-01,active,US,5554829374.0,
BC_0169,Sarah,Johnson,sarah.johnson@company.com,2024-03-13,2024-03-19,active,USA,5556394827.0,
BC_0170,Jessica,Davis,jessica.davis@yahoo.com,2024-01-30,2024-02-05,active,Germany,5558374629.0,
bc_171,Nicole,Miller,nicole.miller@hotmail.com,2024-04-17,2024-04-23,active,DE,5553847291.0,
BC_0172,Ashley,Brown,ashley.brown@outlook.com,2024-02-02,2024-02-08,active,France,5557384920.0,
BC_0173,Rachel,Garcia,rachel.garcia@protonmail.com,2024-05-20,2024-05-26,active,UK,5554829374.0,
BC_0174,Kimberly,Wilson,kimberly.wilson@@aol.com,2024-03-06,2024-03-12,active,United Kingdom,5556394827.0,
BC_0175,Stephanie,Lopez,stephanie.lopez@icloud.com,2024-01-19,2024-01-25,active,Canada,5558374629.0,
BC_0176,Michelle,Rodriguez,michelle.rodriguez@gmail.com,2024-04-10,2024-04-16,active,US,5553847291.0,
BC_0177,Sarah,Johnson,sarah.johnson@company.com,2024-02-27,2024-03-05,active,USA,5557384920.0,
BC_0178,Jessica,Davis,jessica.davis@yahoo.com,2024-05-15,2024-05-21,suspended,Germany,5554829374.0,
BC_0179,bc_180,Miller,nicole.miller@hotmail.com,2024-03-04,2024-03-10,active,DE,5556394827.0,
BC_0180,Ashley,Brown,ashley.brown@outlook.com,2024-01-21,2024-01-27,active,France,5558374629.0,
BC_0181,Rachel,Garcia,rachel.garcia@protonmail.com,2024-04-14,2024-04-20,active,UK,5553847291.0,
BC_0182,Kimberly,Wilson,kimberly.wilson@aol.com,2024-02-01,2024-02-07,limited,United Kingdom,5557384920.0,
BC_0183,Stephanie,Lopez,stephanie.lopez@icloud.com,2024-05-24,2024-05-30,active,Canada,5554829374.0,
BC_0184,Michelle,Rodriguez,michelle.rodriguez@gmail.com,2024-03-17,2024-03-23,active,US,5556394827.0,
BC_0185,Sarah,Johnson,sarah.johnson@company.com,2024-01-04,2024-01-10,active,USA,5558374629.0,
BC_0186,Jessica,Davis,jessica.davis@yahoo.com,2024-04-26,2024-05-02,active,Germany,5553847291.0,
BC_0187,Nicole,Miller,nicole.miller@hotmail.com,2024-02-19,2024-02-25,active,DE,5557384920.0,
BC_0188,test+188@bettercharge.com,Brown,test+188@bettercharge.com,2024-05-11,2024-05-17,internal,France,5554829374.0,
USER-189,Rachel,Garcia,,2024-03-28,,suspended,UK,,
BC_0190,Kimberly,Wilson,kimberly.wilson@aol.com,2024-01-15,2024-01-21,active,United Kingdom,5557384920.0,
BC_0191,Stephanie,Lopez,stephanie.lopez@icloud.com,2024-04-07,2024-04-13,pending_verification,Canada,5554829374.0,
BC_0192,Michelle,Rodriguez,michelle.rodriguez@gmail.com,2024-02-24,2024-03-02,active,US,5556394827.0,
BC_0193,Sarah,Johnson,sarah.johnson@company.com,2024-05-16,2024-05-22,active,USA,5558374629.0,
BC_0194,Jessica,Davis,jessica.davis@yahoo.com,2024-03-03,2024-03-09,active,Germany,5553847291.0,
BC_0195,Nicole,Miller,nicole.miller@hotmail.com,2024-01-26,2024-02-01,active,DE,5557384920.0,
BC_0196,Ashley,Brown,ashley.brown@outlook.com,2024-04-18,2024-04-24,active,France,5554829374.0,
BC_0197,Rachel,Garcia,rachel.garcia@protonmail.com,2024-02-05,2024-02-11,active,UK,5556394827.0,
BC_0198,Kimberly,Wilson,kimberly.wilson@aol.com,2024-05-28,2024-06-03,active,United Kingdom,5558374629.0,
BC_0199,Stephanie,Lopez,stephanie.lopez@icloud.com,2024-03-14,2024-03-20,active,Canada,5553847291.0,
BC_0200,Michelle,Rodriguez,michelle.rodriguez@gmail.com,2024-01-07,2024-01-13,limited,US,5557384920.0,
BC_0201,Sarah,Johnson,sarah.johnson@company.com,2024-04-23,2024-04-29,active,USA,5554829374.0,
BC_0202,Jessica,Davis,jessica.davis@yahoo.com,2024-02-12,2024-02-18,active,Germany,5556394827.0,
BC_0203,Nicole,Miller,nicole.miller@hotmail.com,2024-05-09,2024-05-15,active,DE,5558374629.0,
BC_0204,Ashley,Brown,ashley.brown@outlook.com,2024-03-21,2024-03-27,active,France,5553847291.0,
USER-205,Rachel,Garcia,,2024-01-18,,suspended,UK,,
BC_0206,Kimberly,Wilson,kimberly.wilson@aol.com,2024-04-12,2024-04-18,active,United Kingdom,5554829374.0,
BC_0207,Stephanie,Lopez,stephanie.lopez@icloud.com,2024-02-28,2024-03-06,active,Canada,5556394827.0,
BC_0208,Michelle,Rodriguez,michelle.rodriguez@gmail.com,2024-05-22,2024-05-28,active,US,5558374629.0,
BC_0209,Sarah,Johnson,sarah.johnson@company.com,2024-03-09,2024-03-15,active,USA,5553847291.0,
BC_0210,Jessica,Davis,jessica.davis@yahoo.com,2024-01-25,2024-01-31,active,Germany,5557384920.0,
BC_0211,Nicole,Miller,nicole.miller@gmail,2024-04-20,2024-04-26,active,DE,5554829374.0,
BC_0212,Ashley,Brown,ashley.brown@outlook.com,2024-02-06,2024-02-12,active,France,5556394827.0,
BC_0213,Rachel,Garcia,rachel.garcia@protonmail.com,2024-05-19,2024-05-25,active,UK,5558374629.0,
BC_0214,Kimberly,Wilson,kimberly.wilson@aol.com,2024-03-02,2024-03-08,active,United Kingdom,5553847291.0,
BC_0215,Stephanie,Lopez,stephanie.lopez@icloud.com,2024-01-14,2024-01-20,active,Canada,5557384920.0,
BC_0216,Michelle,Rodriguez,michelle.rodriguez@gmail.com,2024-04-05,2024-04-11,limited,US,5554829374.0,
bc_217,Sarah,Johnson,sarah.johnson@company.com,2024-02-20,2024-02-26,active,USA,5556394827.0,
BC_0218,Jessica,Davis,jessica.davis@yahoo.com,2024-05-13,2024-05-19,pending_verification,Germany,5558374629.0,
BC_0219,Nicole,Miller,nicole.miller@hotmail.com,2024-03-30,2024-04-05,active,DE,5553847291.0,
BC_0220,Ashley,Brown,ashley.brown@outlook.com,2024-01-11,2024-01-17,active,France,5557384920.0,
BC_0221,Rachel,Garcia,rachel.garcia@protonmail.com,2024-04-27,2024-05-03,active,UK,5554829374.0,
BC_0222,Kimberly,Wilson,kimberly.wilson@@aol.com,2024-02-15,2024-02-21,active,United Kingdom,5556394827.0,
BC_0223,Stephanie,Lopez,stephanie.lopez@icloud.com,2024-05-08,2024-05-14,active,Canada,5558374629.0,
BC_0224,Michelle,Rodriguez,michelle.rodriguez@gmail.com,2024-03-23,2024-03-29,active,US,5553847291.0,
BC_0225,Sarah,Johnson,sarah.johnson@company.com,2024-01-06,2024-01-12,active,USA,5557384920.0,
BC_0226,Jessica,Davis,jessica.davis@yahoo.com,2024-04-19,2024-04-25,active,Germany,5554829374.0,
BC_0227,Nicole,Miller,nicole.miller@hotmail.com,2024-02-09,2024-02-15,active,DE,5556394827.0,
BC_0228,Ashley,Brown,ashley.brown@outlook.com,2024-05-31,2024-06-06,active,France,5558374629.0,
BC_0229,Rachel,Garcia,rachel.garcia@protonmail.com,2024-03-16,2024-03-22,active,UK,5553847291.0,
BC_0230,Kimberly,Wilson,kimberly.wilson@aol.com,2024-01-29,2024-02-04,suspended,United Kingdom,5557384920.0,
BC_0231,Stephanie,Lopez,stephanie.lopez@icloud.com,2024-04-16,2024-04-22,active,Canada,5554829374.0,
BC_0232,Michelle,Rodriguez,michelle.rodriguez@gmail.com,2024-02-03,2024-02-09,active,US,5556394827.0,
BC_0233,Sarah,Johnson,sarah.johnson@company.com,2024-05-25,2024-05-31,active,USA,5558374629.0,
BC_0234,Jessica,Davis,jessica.davis@yahoo.com,2024-03-12,2024-03-18,active,Germany,5553847291.0,
BC_0235,test+235@bettercharge.com,Miller,test+235@bettercharge.com,2024-01-22,2024-01-28,internal,DE,5557384920.0,
BC_0236,Ashley,Brown,ashley.brown@outlook.com,2024-04-13,2024-04-19,active,France,5554829374.0,
BC_0237,Rachel,Garcia,rachel.garcia@protonmail.com,2024-02-26,2024-03-04,active,UK,5556394827.0,
BC_0238,Kimberly,Wilson,kimbery.wilson@aol.com,2024-05-17,2024-05-23,active,United Kingdom,5558374629.0,
BC_0239,Stephanie,Lopez,stephanie.lopez@icloud.com,2024-03-05,2024-03-11,limited,Canada,5553847291.0,
BC_0240,Michelle,Rodriguez,michelle.rodriguez@gmail.com,2024-01-17,2024-01-23,active,US,5557384920.0,
BC_0241,Sarah,Johnson,sarah.johnson@company.com,2024-04-09,2024-04-15,active,USA,5554829374.0,
BC_0242,Jessica,Davis,jessica.davis@yahoo.com,2024-02-21,2024-02-27,active,Germany,5556394827.0,
